"Markettype","Trdwnt","Ndaytrd","Wnshrtrdtl","Wnvaltrdtl","Wretmdeq","Wretmdos","Wretmdtl","Wnstkcal","Wmvosd","Wmvttl"
"32","2023-51","5","6571147586","217804815693.00","-0.029443","-0.024905","-0.024890","566","3699587612.130","5963476926.760"
"64","2023-51","5","7162062429","86341249671.30","-0.034191","-0.036505","-0.031424","238","205318449.280","403190813.970"
"1","2023-51","5","133730798007","1304296900389.00","-0.027620","-0.006480","-0.007437","1691","37045255139.890","39274245858.080"
"16","2023-51","5","53599364054","865804254205.01","-0.027042","-0.026094","-0.025440","1330","7887994660.110","10985302864.870"
"4","2023-51","5","121658844906","1122487814970.90","-0.028711","-0.022043","-0.021960","1504","16881767373.390","19023204310.150"
"1","2023-52","5","126423501711","1304312813269.00","0.018747","0.019714","0.019573","1692","37806865205.450","40060390094.760"
"2","2023-52","5","82232454","58206999.00","0.017544","0.028327","0.021549","44","8741987.300","12015812.550"
"8","2023-52","5","71697379","273233728.10","0.015093","0.030652","0.027701","41","52620169.960","59562515.690"
"32","2023-52","5","7068437682","237482643172.00","0.036724","0.029861","0.028773","565","3834001810.560","6133349342.440"
"64","2023-52","5","6751662278","86646995032.58","0.139412","0.100818","0.111145","239","226790959.710","449640971.900"
"16","2023-52","5","52692478907","835031127453.88","0.029812","0.032358","0.031570","1333","8178974414.540","11374365952.530"
"4","2023-52","5","123120960557","1184365615786.04","0.023432","0.027900","0.027790","1504","17361575500.590","19570709439.610"
"2","2024-01","4","87626436","70654696.00","-0.008991","0.005281","0.017664","44","8788156.300","12228068.940"
"8","2024-01","4","70530294","318229090.05","-0.013343","-0.013561","-0.016659","41","51910235.020","58567175.950"
"4","2024-01","4","102931221853","989196491464.21","-0.015255","-0.028681","-0.028176","1502","16866371235.110","19016561399.140"
"1","2024-01","4","109902173291","1098887591420.00","-0.010519","-0.009380","-0.009525","1690","37462282842.860","39684644340.710"
"16","2024-01","4","41917819140","656321571693.89","-0.031802","-0.049062","-0.046930","1333","7789901282.770","10842311494.270"
"32","2024-01","4","5572090394","189789451113.00","-0.055090","-0.060610","-0.059056","566","3686002854.950","5785828747.100"
"64","2024-01","4","5830365906","77128114896.55","-0.002218","-0.015096","-0.015662","240","223928577.060","444144327.340"
"2","2024-02","5","100683978","89626226.00","0.035847","0.269381","0.476599","44","8499523.420","11547943.420"
"8","2024-02","5","90023607","375369943.43","-0.005388","-0.019713","-0.021393","41","50886895.320","57314214.270"
"4","2024-02","5","128397756639","1162582392796.42","-0.010032","-0.013557","-0.013358","1504","16655562939.780","18791375154.490"
"1","2024-02","5","123862262652","1232944356375.00","-0.010796","-0.014424","-0.014554","1692","36948101885.630","39118359546.430"
"16","2024-02","5","49560997689","756905980503.61","-0.017004","-0.014357","-0.014066","1333","7686285879.680","10690906576.760"
"32","2024-02","5","6630178458","214218192465.00","-0.026140","-0.028947","-0.027671","567","3598240894.320","5633931558.670"
"64","2024-02","5","4694652880","58931386466.63","-0.159176","-0.132640","-0.144703","241","195054574.280","382969942.700"
"2","2024-03","5","96036178","79255253.00","-0.014275","-0.003675","0.007136","44","8468286.170","11630357.550"
"8","2024-03","5","103940614","407480851.21","-0.014469","-0.025400","-0.020918","41","49594334.310","56115271.580"
"4","2024-03","5","131745309419","1174523277080.50","-0.046685","-0.029667","-0.030827","1504","16166219741.940","18221805701.280"
"1","2024-03","5","138092811559","1338069253323.00","-0.039456","-0.014244","-0.014724","1693","36437531304.510","38560237394.910"
"16","2024-03","5","48380126485","739226277375.19","-0.061730","-0.041612","-0.045141","1333","7334849985.840","10176443458.170"
"32","2024-03","5","6732202218","211936182735.00","-0.060077","-0.040057","-0.040582","567","3482618237.810","5406850284.460"
"64","2024-03","5","5032150535","59030504755.53","0.102981","0.062884","0.077446","242","207867315.690","413565537.480"
"2","2024-04","5","312114047","244205490.00","0.080531","0.107465","0.139658","44","9378333.270","13254637.170"
"8","2024-04","5","134351224","521318051.54","0.018902","0.016903","0.015834","41","50432027.370","57003816.580"
"4","2024-04","5","147323174390","1266721765975.47","-0.004104","0.004643","0.003456","1503","16247135035.150","18285491025.280"
"1","2024-04","5","180376575016","1628910250684.00","0.008341","0.034919","0.034836","1695","37718543053.850","39911999375.010"
"16","2024-04","5","57865578510","848688693582.92","-0.021648","-0.019628","-0.020455","1335","7231357414.910","10012199326.500"
"32","2024-04","5","8421701312","238858356085.00","-0.045027","-0.035881","-0.035352","567","3364689300.680","5215719264.300"
"64","2024-04","5","4309294913","55129462993.87","-0.062917","-0.048963","-0.048356","243","198386736.040","394989567.810"
"2","2024-05","5","218497852","198204500.00","-0.041616","-0.025723","-0.022374","44","9137094.900","12958077.110"
"8","2024-05","5","111307856","457173083.87","-0.040026","-0.040530","-0.038008","41","48392771.300","54837218.370"
"4","2024-05","5","143470782746","1146528160151.18","-0.153446","-0.099345","-0.100694","1503","14640902196.640","16445530448.200"
"1","2024-05","5","180950336307","1578547587314.00","-0.134169","-0.054238","-0.055331","1696","35704922093.320","37724681517.340"
"16","2024-05","5","59432721259","776746126190.63","-0.181419","-0.128041","-0.130380","1336","6311332668.560","8710609457.060"
"32","2024-05","5","9077754514","232158533937.00","-0.164358","-0.127084","-0.128070","567","2949402091.750","4547919902.490"
"64","2024-05","5","3814132801","44357511408.46","-0.168070","-0.162938","-0.163005","244","166869969.390","332234958.460"
"2","2024-06","4","188255294","148137314.00","0.019060","0.030205","0.029745","44","9413083.830","13343520.240"
"8","2024-06","4","98781730","439922495.41","0.019843","0.022787","0.021722","41","49495508.660","56028443.100"
"4","2024-06","4","162139380045","1172854226701.97","-0.010970","0.059412","0.057507","1503","15513464196.670","17391518423.740"
"1","2024-06","4","194084734743","1580455280365.00","-0.002473","0.044691","0.043275","1695","37315033261.750","39354671483.100"
"16","2024-06","4","74993346607","824894970596.48","-0.028379","0.064501","0.057266","1337","6729405480.720","9229705028.180"
"32","2024-06","4","11733603699","263444938299.00","0.042659","0.099220","0.093948","569","3252500469.340","5002673788.340"
"64","2024-06","4","3517164381","37101311230.45","0.043299","0.055021","0.040596","244","176219360.830","345966749.390"
"2","2024-08","5","193536507","153457536.00","0.028416","0.033386","0.042004","44","9727350.140","13904006.260"
"8","2024-08","5","120589542","521721648.07","0.040163","0.042195","0.038331","41","51585024.270","58177100.240"
"4","2024-08","5","167140644399","1364127889606.86","0.111578","0.049147","0.049922","1502","16279101020.810","18254990282.620"
"1","2024-08","5","187650687631","1728335880119.00","0.099328","0.049651","0.049940","1695","39185673792.670","41319946381.100"
"16","2024-08","5","84852804992","1093105375530.99","0.167271","0.071333","0.075295","1337","7221294617.670","9924412101.870"
"32","2024-08","5","10912546562","284198040406.00","0.097697","0.042437","0.045587","569","3415612712.290","5230777990.430"
"64","2024-08","5","3814043424","44170147498.77","0.060555","0.059359","0.064278","244","186657485.010","368347172.710"
"2","2024-09","5","181308240","154238839.00","0.000021","0.021270","0.018205","44","9934254.420","14157135.710"
"8","2024-09","5","135097972","562210630.04","0.014692","0.015748","0.015762","41","52397405.120","59094117.990"
"4","2024-09","5","195612893679","1741066122400.82","0.026713","0.032028","0.031460","1501","16814230916.750","18829526519.020"
"1","2024-09","5","197853498473","1929442777801.00","0.017881","0.002227","0.002451","1696","39300394479.730","41448472735.930"
"16","2024-09","5","100660871863","1389557665581.56","0.033614","0.038488","0.036627","1338","7506324632.150","10292829264.530"
"32","2024-09","5","13460082838","381989229594.00","0.035590","0.051662","0.048861","569","3609319947.710","5486406016.150"
"64","2024-09","5","4600019322","58243862988.25","0.072031","0.061279","0.064780","244","198095690.670","392241749.570"
"2","2024-10","5","147398409","134927133.00","-0.007416","0.009049","0.015900","44","10024158.150","14382235.940"
"8","2024-10","5","85454505","396936779.59","-0.004994","-0.006398","-0.007129","41","51851595.730","58462231.830"
"1","2024-10","5","169997010374","1797499520935.00","0.001732","0.009229","0.008923","1696","39671029145.070","41818331152.670"
"16","2024-10","5","80165101870","1207734761507.36","-0.000774","-0.006501","-0.006466","1338","7460033367.020","10226096044.150"
"4","2024-10","5","165185568084","1594128027336.20","0.000945","-0.002552","-0.001613","1502","16790992590.200","18801519978.300"
"32","2024-10","5","10716739147","317543061190.00","-0.016488","-0.013983","-0.015966","569","3566517523.130","5398942996.470"
"64","2024-10","5","3010790665","39483125249.85","-0.068896","-0.057594","-0.061711","245","187087172.990","369468616.370"
"2","2024-11","5","190847619","166854334.00","0.002330","-0.010313","-0.015388","44","9920774.360","14160914.680"
"8","2024-11","5","104375686","431509855.29","0.007558","0.005300","0.006332","41","52126460.130","58832456.820"
"1","2024-11","5","175847804384","1887326885856.00","0.035631","-0.000388","-0.000389","1695","39652730616.800","41801817278.100"
"16","2024-11","5","84012797162","1299953567716.82","0.050251","0.045476","0.044653","1339","7801459778.050","10686664817.990"
"4","2024-11","5","172997648764","1650295200693.26","0.041767","0.025190","0.025175","1500","17206289200.980","19266759827.060"
"32","2024-11","5","10635442016","318609168139.00","0.047255","0.030132","0.030389","570","3695136188.340","5566649864.480"
"64","2024-11","5","2968838871","34272311692.43","0.038734","0.032435","0.031079","245","193221244.120","380951666.650"
"2","2024-12","5","180421826","124487230.00","0.004797","-0.028979","-0.036996","44","9633275.440","13637009.170"
"8","2024-12","5","109610635","470399103.69","0.001085","0.007399","0.004903","41","52512180.010","59120910.850"
"1","2024-12","5","178913975167","1882376268532.00","0.012551","-0.001445","-0.001159","1695","39598153599.190","41766918017.940"
"16","2024-12","5","91481586579","1412288384107.99","0.022732","0.008363","0.008732","1340","7877237245.470","10784551769.530"
"4","2024-12","5","181657352722","1733906722839.03","0.015262","0.001400","0.001779","1501","17239606350.210","19309778016.760"
"32","2024-12","5","11063940127","351021130111.00","0.012395","-0.003832","-0.005215","570","3691104750.140","5537851118.410"
"64","2024-12","5","2839173739","31990079401.74","-0.033297","-0.032311","-0.034867","245","187439390.070","367660210.380"
"2","2024-13","5","126822685","104364864.00","-0.011669","-0.004981","-0.005126","44","9585288.220","13567101.410"
"8","2024-13","5","74578641","313170437.17","0.002048","0.001971","0.002266","41","52615692.260","59254887.000"
"1","2024-13","5","167037831875","1691797635512.00","-0.013197","0.002439","0.002180","1697","39717356771.780","41875506622.480"
"16","2024-13","5","82493808680","1203024660277.97","-0.027247","-0.031994","-0.031270","1341","7645452402.340","10464863568.200"
"4","2024-13","5","158624146814","1502239270068.77","-0.019296","-0.012709","-0.012998","1503","17028787233.390","19068081763.620"
"32","2024-13","5","9298845192","281087584651.00","-0.046960","-0.042965","-0.043326","570","3545470200.760","5297924464.730"
"64","2024-13","5","2247045885","26179262952.31","-0.031589","-0.022158","-0.027510","247","185309828.790","362964789.910"
"2","2024-14","3","66942439","62600572.00","0.006849","0.012459","0.015351","44","9704715.950","13775377.560"
"8","2024-14","3","62058926","257409264.96","0.006671","0.010680","0.009529","41","53179324.050","59821280.750"
"1","2024-14","3","105082025941","1049451444936.00","0.018652","0.011245","0.010995","1697","40209919502.940","42380659842.690"
"16","2024-14","3","48214380202","702665045454.96","0.005742","0.005276","0.005580","1341","7691985119.540","10524852792.240"
"4","2024-14","3","105923002172","971717687922.45","0.017103","0.014545","0.014909","1503","17294784440.010","19379262138.770"
"32","2024-14","3","5441959843","160416618115.00","0.001781","-0.005377","-0.006679","570","3539461878.120","5262801262.240"
"64","2024-14","3","1277895537","14351688527.09","-0.016954","-0.008710","-0.013757","247","184621913.320","357971207.760"
"2","2024-15","5","124617266","108761280.00","-0.010007","0.004539","0.010978","44","9748771.680","13926605.200"
"8","2024-15","5","88578441","392800481.98","-0.011835","-0.016805","-0.015973","41","52285622.140","58865762.000"
"1","2024-15","5","167673593861","1629556769377.00","-0.024169","-0.014009","-0.014197","1697","39656207844.080","41783187645.210"
"16","2024-15","5","65088155906","936780893836.06","-0.048856","-0.045461","-0.044956","1342","7348024008.730","10057171537.340"
"4","2024-15","5","152251504278","1381930416144.89","-0.031902","-0.029077","-0.028162","1504","16809895884.780","18838748891.530"
"32","2024-15","5","8256047694","231299506386.00","-0.051540","-0.032262","-0.035000","571","3448163538.280","5084790275.520"
"64","2024-15","5","2316566700","25646306229.98","-0.018466","-0.029244","-0.029544","248","180263557.730","348247128.540"
"2","2024-16","5","192592916","128662536.00","-0.060121","-0.023845","-0.031296","44","9516309.790","12860431.270"
"8","2024-16","5","114507598","460346192.49","-0.027297","-0.011817","-0.014181","41","51667725.280","58030982.460"
"1","2024-16","5","201293064052","1884553697716.00","-0.035690","0.019956","0.019573","1697","40456690097.910","42602510121.670"
"16","2024-16","5","78996478745","1031502125474.29","-0.061756","-0.025621","-0.026522","1343","7162516810.970","9794101512.680"
"4","2024-16","5","172321055675","1491463906835.82","-0.051691","-0.003145","-0.004790","1503","16760491440.240","18744120553.550"
"32","2024-16","5","9967671934","263854749326.00","-0.058477","-0.030154","-0.029629","571","3359362588.420","4934794183.930"
"64","2024-16","5","2421552906","26491967187.86","-0.036458","-0.030722","-0.029809","248","175816241.550","337809920.770"
"2","2024-17","5","124530193","119717517.00","0.022753","0.001118","-0.010212","44","9526956.070","12729098.650"
"8","2024-17","5","87358934","381440912.00","0.008335","0.014436","0.015932","41","52413605.290","58955564.190"
"1","2024-17","5","163254212085","1620280642495.00","0.020935","0.002673","0.002878","1696","40598908911.060","42717760055.310"
"16","2024-17","5","74760174326","1035821473075.84","0.055931","0.047448","0.043751","1343","7576158048.470","10219186527.500"
"4","2024-17","5","144838546812","1351310334459.12","0.026731","0.014799","0.014997","1501","17011517850.490","19004553256.440"
"32","2024-17","5","8595090784","244827953923.00","0.075114","0.052348","0.053731","571","3550299874.600","5199851926.200"
"64","2024-17","5","1882992962","20449404889.62","0.019333","0.016593","0.018987","248","178812402.690","344129729.050"
"2","2024-18","2","86512754","56816191.00","0.016350","0.016468","0.025355","44","9683851.010","13051844.390"
"8","2024-18","2","77580194","378855395.41","-0.003703","0.024835","0.023386","41","53715298.690","60334344.330"
"1","2024-18","2","89937398901","891739428021.00","0.017032","0.003417","0.003485","1695","40719590161.550","42838946910.060"
"16","2024-18","2","34892618167","496615511847.69","0.024140","0.023932","0.023279","1342","7751985645.800","10432606046.600"
"4","2024-18","2","76031006495","716098836791.56","0.022956","0.011864","0.012023","1500","17220113363.370","19232868695.400"
"32","2024-18","2","4689954122","136578898615.00","0.026136","0.022113","0.019582","570","3630713335.670","5297611329.220"
"64","2024-18","2","1000384540","11003627333.58","0.013846","0.008536","0.009500","248","179924826.240","347265994.890"
"2","2024-19","5","186879750","96766273.00","-0.005240","-0.006803","-0.011613","44","9617966.260","12900261.540"
"8","2024-19","5","103752757","545822342.65","0.019451","0.016801","0.014352","40","54462762.750","61045593.490"
"1","2024-19","5","181142096270","1822658780099.00","0.023204","0.017019","0.017172","1691","41424946914.970","43566274766.740"
"16","2024-19","5","81347370382","1151179074832.98","0.017918","0.010001","0.012194","1339","7833170502.130","10551198876.000"
"4","2024-19","5","160045960383","1486395506270.11","0.015352","0.016966","0.017726","1494","17511804117.260","19569786636.170"
"32","2024-19","5","9563898034","287768377446.00","0.006650","0.004812","0.004940","571","3676085685.850","5326637316.510"
"64","2024-19","5","2100966848","22335060642.84","-0.002327","-0.007440","-0.006724","248","179728787.140","344813964.480"
"2","2024-20","5","201436140","91162428.00","-0.018253","0.001323","-0.003696","44","9630691.250","12852576.640"
"8","2024-20","5","95893739","394474861.84","-0.015763","-0.000716","-0.004733","40","54327497.650","60660360.130"
"1","2024-20","5","173127614776","1667966878762.00","0.004008","0.002442","0.002090","1692","41538366526.390","43664535443.680"
"16","2024-20","5","73359307438","977157170046.36","0.004909","-0.003418","-0.003340","1339","7818990168.050","10517002225.520"
"4","2024-20","5","150927447787","1356875307513.54","0.005198","0.003602","0.003368","1493","17541519194.050","19596281058.640"
"64","2024-20","5","1563677689","15306466628.34","-0.029978","-0.023004","-0.025276","248","175936801.400","335809528.970"
"32","2024-20","5","7962681610","227499623780.00","-0.009050","-0.015914","-0.016053","572","3643660939.380","5244900799.420"
"2","2024-21","5","187843258","84138267.00","-0.014174","-0.013044","-0.007898","44","9505061.040","12751064.260"
"8","2024-21","5","116518063","527737591.26","-0.013985","-0.000464","-0.002076","40","53724734.300","59956905.540"
"1","2024-21","5","169002244480","1597946689117.00","-0.032971","-0.018217","-0.018108","1691","40785001745.300","42851566241.430"
"16","2024-21","5","72571839213","1030307109288.18","-0.025937","-0.027848","-0.027210","1338","7599747978.020","10218847004.630"
"4","2024-21","5","156801722412","1367836397870.38","-0.035216","-0.029227","-0.029026","1493","17005976148.160","18997498736.630"
"64","2024-21","5","2152179282","22166085326.35","0.016409","0.004263","0.009398","248","177116805.380","337806117.450"
"32","2024-21","5","8532406227","240432566416.00","-0.034720","-0.038113","-0.035777","572","3525871610.570","5055217319.730"
"2","2024-22","5","168548122","95995607.00","-0.036049","-0.011122","-0.020435","44","9399345.880","12490489.210"
"8","2024-22","5","131392886","591735096.70","0.043279","0.009794","0.018455","40","54250940.390","61063460.870"
"1","2024-22","5","141258188087","1352846010766.00","-0.009030","-0.002390","-0.002097","1691","40747301045.340","42741221018.230"
"16","2024-22","5","67255856758","943673866776.60","0.009364","0.001555","0.001992","1338","7602402000.680","10218138605.910"
"4","2024-22","5","134250575891","1135478828357.30","-0.009844","-0.006455","-0.005626","1493","16865978347.180","18853547187.800"
"64","2024-22","5","1715918430","17917485828.93","-0.022192","-0.019179","-0.020772","249","174114289.910","331913329.080"
"32","2024-22","5","8362030054","229949857259.00","0.020035","0.016689","0.018402","572","3585357642.560","5147561370.590"
"2","2024-23","5","307287319","132915065.00","-0.138056","-0.034371","-0.027378","44","8855649.020","11927891.970"
"8","2024-23","5","120741840","487429366.17","-0.045641","-0.018749","-0.019099","40","52984028.220","59263331.040"
"1","2024-23","5","154153407305","1426835162202.00","-0.048724","-0.005800","-0.006461","1692","40388831531.730","42331132611.740"
"16","2024-23","5","74233069321","998709191347.42","-0.074974","-0.038339","-0.041312","1340","7319316914.650","9799186391.310"
"4","2024-23","5","140301021084","1145453585342.29","-0.062448","-0.021934","-0.022508","1495","16486511626.950","18405899022.300"
"64","2024-23","5","1524376170","15539231416.54","-0.062155","-0.051451","-0.054075","249","167653561.510","313032053.400"
"32","2024-23","5","9899594483","255368896569.00","-0.069510","-0.032708","-0.033159","572","3470694648.590","4967725711.640"
"2","2024-24","4","146008566","56766092.00","0.052740","0.078436","0.064503","44","8947044.580","12094076.100"
"8","2024-24","4","59833538","270692090.37","-0.000528","0.000219","0.001076","40","52911559.000","59243012.750"
"1","2024-24","4","114178270733","1120418696643.00","0.003556","-0.008433","-0.008351","1694","40062885187.760","41913835789.000"
"16","2024-24","4","50738616650","746291072301.19","0.031111","0.016703","0.017814","1340","7440554094.120","9967438047.300"
"4","2024-24","4","97376635702","871080799926.98","0.007465","-0.000797","-0.000135","1495","16442821689.910","18366129816.330"
"64","2024-24","4","960375323","10179314897.63","0.012430","0.020215","0.016612","249","171462032.090","317850422.180"
"32","2024-24","4","9330047027","256985377004.00","0.049088","0.032191","0.033680","573","3600130023.770","5148502359.970"
"2","2024-25","5","148285037","67771821.00","-0.014541","-0.027782","-0.026550","43","8685995.430","11748802.920"
"8","2024-25","5","72310768","387747637.69","0.001737","-0.007074","-0.008866","39","51588750.410","57661236.300"
"1","2024-25","5","127154625289","1257236338816.00","-0.023626","-0.010139","-0.010153","1693","39597569218.550","41391637877.820"
"16","2024-25","5","65058874840","948987784974.64","-0.013101","-0.017699","-0.019291","1341","7318925041.120","9784002198.140"
"4","2024-25","5","116721870624","1027905852348.32","-0.025857","-0.021723","-0.021906","1494","16070236914.490","17940993648.880"
"64","2024-25","5","1720796962","16747690642.47","0.027633","0.000799","0.004533","249","172031450.960","318832231.050"
"32","2024-25","5","10817374870","302415267136.00","0.004207","-0.001744","-0.001401","573","3594817557.100","5134825341.610"
"2","2024-26","5","139626879","70754677.00","0.054850","0.163924","0.196252","43","8576338.060","11560270.490"
"8","2024-26","5","74415819","418908629.59","0.006940","0.013803","0.012238","39","52240354.520","58306457.910"
"1","2024-26","5","134356632609","1221810619329.00","-0.019820","-0.001344","-0.001430","1690","39422351275.000","41206862702.070"
"16","2024-26","5","65675691277","882652945214.09","-0.014993","-0.030049","-0.029851","1342","7108916992.200","9493865458.990"
"4","2024-26","5","115749064164","962340248973.79","-0.021961","-0.017709","-0.017835","1491","15769989186.220","17594380763.720"
"64","2024-26","5","1572566475","14657579028.09","-0.028316","-0.027842","-0.028577","249","167844519.120","309408123.710"
"32","2024-26","5","9503958697","249083909846.00","-0.055306","-0.056730","-0.059179","573","3414947062.310","4828400393.310"
"2","2024-27","5","123011348","57786651.00","0.021390","0.013144","0.011797","43","8689066.900","11696650.810"
"8","2024-27","5","62424221","321089678.04","-0.002811","-0.000850","-0.001063","39","52195884.250","58244457.640"
"16","2024-27","5","63942678986","796708196984.02","-0.022371","-0.021356","-0.023952","1343","6975095487.370","9264469999.540"
"4","2024-27","5","109363795175","878859118958.92","-0.007230","-0.012813","-0.013081","1485","15562561731.000","17351957068.080"
"64","2024-27","5","1392645289","13414950008.27","-0.024878","-0.026425","-0.024106","249","163972587.640","301543341.180"
"1","2024-27","5","129524766977","1165309402163.00","-0.006940","-0.002022","-0.002248","1689","39340436303.850","41100591314.860"
"32","2024-27","5","7554712133","199515959562.00","-0.044749","-0.034348","-0.032502","573","3321144779.520","4670255918.950"
"2","2024-28","5","186116141","92183690.00","0.083148","0.098079","0.077332","43","8817863.220","11874228.890"
"16","2024-28","5","66889465492","866843465203.49","0.019131","0.019067","0.018698","1346","7133718135.900","9445428197.620"
"4","2024-28","5","120699874574","1053404888964.92","0.006589","0.015904","0.015645","1485","15779003550.990","17588255773.210"
"8","2024-28","5","89594673","354551327.69","-0.009419","0.007328","0.006392","40","52689426.470","58727656.570"
"64","2024-28","5","1515810828","13740624932.09","0.009461","0.004840","0.006680","249","164769616.290","303209371.790"
"1","2024-28","5","144165569427","1313021370105.00","0.005563","0.011772","0.011539","1689","39588539155.880","41338604922.180"
"32","2024-28","5","8271349306","223824585747.00","0.020377","0.022913","0.020265","573","3408197763.850","4764488819.310"
"2","2024-29","5","152792236","75306123.00","0.014544","0.002436","-0.004724","43","8753177.220","11731963.470"
"16","2024-29","5","58179366795","817311751017.75","-0.025920","-0.000225","-0.001761","1346","7137211380.570","9427692082.110"
"4","2024-29","5","107098161620","968687984308.07","-0.020730","-0.005275","-0.006153","1485","15689871245.160","17461480166.970"
"8","2024-29","5","96045056","390877706.51","-0.012901","0.003438","0.000431","40","52062934.880","57945288.160"
"64","2024-29","5","3989853252","38217006695.14","0.085104","0.062991","0.065057","249","175140649.910","322711295.460"
"1","2024-29","5","128792658097","1226409898202.00","-0.014067","0.007472","0.007219","1689","39667372909.960","41411793416.910"
"32","2024-29","5","8158479385","246773083182.00","-0.000509","0.021485","0.021263","573","3490747117.380","4865311390.320"
"2","2024-30","5","170713106","74479213.00","0.021125","0.006779","0.005128","43","8790954.540","11770567.030"
"16","2024-30","5","60563515047","787941475964.28","-0.001481","-0.023954","-0.024510","1346","6980029485.660","9218838020.980"
"4","2024-30","5","104624233073","891380154106.23","-0.007620","-0.025597","-0.025493","1483","15281579167.830","17006067773.380"
"8","2024-30","5","88682136","378989256.50","0.000380","-0.017916","-0.015800","40","51130162.090","57029722.010"
"64","2024-30","5","2458599444","22865296122.23","-0.022703","-0.029004","-0.027771","249","170146755.010","313715421.930"
"1","2024-30","5","135617274188","1243350984334.00","-0.009526","-0.028289","-0.028279","1686","38455166885.820","40129567631.650"
"32","2024-30","5","7631156877","217112795848.00","-0.034890","-0.043068","-0.040906","573","3356992852.280","4663719157.210"
"2","2024-31","5","255405424","106893418.00","0.059515","0.030911","0.022671","43","8883625.370","11858354.090"
"16","2024-31","5","73579491330","927714824139.08","0.026185","0.004946","0.006383","1346","7026373712.230","9285297050.540"
"8","2024-31","5","118562619","435679588.12","0.013531","-0.006597","-0.000616","40","50792822.250","56994587.840"
"4","2024-31","5","126787422925","1049267205409.28","0.034136","0.008218","0.008242","1482","15405381872.480","17143969870.700"
"64","2024-31","5","2327194392","21783772145.70","-0.010579","-0.002898","-0.005840","249","170148982.150","311862507.070"
"1","2024-31","5","150654494592","1393880632523.00","0.028220","0.003701","0.004180","1687","38618638695.950","40321769566.930"
"32","2024-31","5","8182915658","221305748302.00","0.022654","0.014948","0.016171","573","3411801719.840","4738260556.120"
"2","2024-32","5","199031031","87561987.00","0.005264","-0.004641","-0.001878","43","8792487.270","11786180.580"
"16","2024-32","5","68945813502","791611323897.71","-0.022255","-0.026083","-0.026634","1346","6856305631.040","9035707364.640"
"8","2024-32","5","86821695","339964848.26","-0.009338","-0.002942","-0.001784","40","50643362.050","56892872.560"
"4","2024-32","5","128410527150","987253520999.00","-0.009443","-0.012773","-0.012960","1482","15208570981.080","16918919782.190"
"64","2024-32","5","1692103196","15267756200.05","-0.022048","-0.022326","-0.021651","249","167478594.780","305141098.150"
"1","2024-32","5","141412967806","1246624724434.00","-0.011033","-0.012701","-0.013248","1686","38133365807.280","39781070335.430"
"32","2024-32","5","7320108520","193234449649.00","-0.026648","-0.024485","-0.025694","574","3349051631.410","4619001595.220"
"2","2024-33","5","132385653","49925868.00","0.020053","0.014822","0.014803","43","8882770.180","11920613.840"
"16","2024-33","5","69421411770","715364283246.93","0.019309","0.005744","0.004877","1347","6921362135.810","9096003456.270"
"8","2024-33","5","76758275","244777471.34","-0.003636","-0.001470","-0.000304","40","50568889.680","56875551.760"
"4","2024-33","5","106364529616","783160111220.19","-0.008512","-0.007646","-0.007549","1481","15087387465.930","16787580124.300"
"64","2024-33","5","1599092790","14448465544.17","0.000056","-0.010245","-0.007572","249","167644359.380","302830278.500"
"1","2024-33","5","116757002106","983087876536.00","-0.009902","0.008299","0.008172","1689","38441686911.870","40092836489.500"
"32","2024-33","5","6046070456","151143535482.00","-0.005141","-0.007228","-0.006558","574","3333957389.040","4588648120.470"
"2","2024-34","5","140740744","58730331.00","-0.023590","-0.018799","-0.018547","43","8715775.450","11699521.650"
"16","2024-34","5","76258300211","772116573588.62","-0.051656","-0.035349","-0.038460","1348","6688606209.750","8753157326.370"
"8","2024-34","5","94073939","348846143.63","-0.018536","-0.032307","-0.032231","39","48900649.590","55007871.690"
"4","2024-34","5","104436929849","789978996455.99","-0.035234","-0.021234","-0.021898","1480","14770619763.490","16406107799.150"
"64","2024-34","5","1607202788","15459994310.93","-0.037458","-0.041652","-0.038138","250","162881939.290","292298502.010"
"1","2024-34","5","116644884563","983294821991.00","-0.037244","-0.004944","-0.005328","1688","38285823770.890","39866377540.590"
"32","2024-34","5","5878148680","151203322126.00","-0.053628","-0.038262","-0.039075","574","3216152211.070","4409303277.900"
"2","2024-35","5","176089444","100414245.00","0.022128","0.017045","0.029660","43","8864337.860","12046532.730"
"16","2024-35","5","73959370889","811463386089.51","0.041387","0.029333","0.031562","1349","6896383083.350","9033660149.410"
"8","2024-35","5","68596581","294622012.99","0.011223","0.011864","0.013458","39","49479755.320","55748484.260"
"4","2024-35","5","116596230313","918600209100.70","0.036367","0.022423","0.022187","1478","15014432816.840","16665991609.320"
"64","2024-35","5","1557098867","14378529247.28","0.014616","0.011160","0.011096","251","166938877.230","296713661.850"
"1","2024-35","5","129225162025","1124253766365.00","0.028450","-0.007396","-0.006990","1689","38006197524.920","39585517814.120"
"32","2024-35","5","6779014651","163122162612.00","0.045874","0.027965","0.026511","574","3319227941.620","4526274979.430"
"2","2024-36","5","169243884","82686950.00","-0.012361","-0.010596","-0.008293","42","8746599.350","11922762.330"
"8","2024-36","5","67122937","261867498.30","-0.008838","-0.015428","-0.014248","39","48716327.460","54954156.820"
"16","2024-36","5","71401068186","774063786243.64","-0.028486","-0.027727","-0.028436","1350","6708851964.700","8781206697.310"
